City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Jamame,SO,0.0722,42.7506,74.73,86,99,6.87,overcast clouds
350,Ikungi,TZ,-5.1333,34.7667,58.44,89,21,4.92,few clouds
351,Codrington,AU,-38.2667,141.9667,56.77,69,100,23.69,overcast clouds
352,Waiouru,NZ,-39.4833,175.6667,67.96,70,98,6.33,overcast clouds
353,Belmonte,BR,-15.8631,-38.8828,75.18,86,10,4.65,clear sky
354,Ishigaki,JP,24.3448,124.1572,68.86,79,100,15.73,overcast clouds
355,Nortelandia,BR,-14.4547,-56.8028,71.73,95,48,3.22,scattered clouds
356,Ancud,CL,-41.8697,-73.8203,52.02,85,56,4.56,broken clouds
357,Bintulu,MY,3.1667,113.0333,84.72,68,82,4.79,broken clouds
358,Mokshan,RU,53.4365,44.6132,24.19,95,100,10.63,overcast clouds
359,Thinadhoo,MV,0.5333,72.9333,81.27,68,53,16.11,broken clouds
360,Hauterive,FR,46.0901,3.4459,43.56,89,100,2.1,overcast clouds
361,Ngunguru,NZ,-35.6167,174.5,71.42,91,100,16.89,light rain
362,Buraydah,SA,26.326,43.975,53.83,51,0,5.06,clear sky
363,Pascagoula,US,30.3658,-88.5561,60.85,89,100,4.61,overcast clouds
364,Ilhabela,BR,-23.7781,-45.3581,76.5,86,100,4.41,overcast clouds
365,Waingapu,ID,-9.6567,120.2641,84.88,72,100,10.65,overcast clouds
366,Kargasok,RU,59.0556,80.8572,3.74,93,69,6.82,broken clouds
367,Kushmurun,KZ,52.4503,64.6311,-4.09,90,6,4.36,clear sky
368,Pimenta Bueno,BR,-11.6725,-61.1936,71.67,95,100,1.59,overcast clouds
369,Roslavl,RU,53.9528,32.8639,28.06,95,100,9.91,light snow
370,Ostersund,SE,63.1792,14.6357,12.65,92,62,40.0,broken clouds
371,Klyuchevskiy,RU,53.5317,119.4519,0.95,73,5,2.46,clear sky
372,Lagoa,PT,39.05,-27.9833,56.68,70,2,8.14,clear sky
373,Bayir,TR,37.2687,28.2167,23.52,62,54,4.29,broken clouds
374,Nur,PL,52.6683,22.3221,32.9,98,100,11.48,snow
375,Kununurra,AU,-15.7667,128.7333,91.38,58,37,11.5,scattered clouds
376,Yar-Sale,RU,66.8333,70.8333,5.23,97,94,8.34,overcast clouds
377,Kargil,IN,34.5667,76.1,5.67,79,100,1.59,overcast clouds
378,Sexsmith,CA,55.35,-118.786,-4.65,77,100,14.97,light snow
379,Lampazos De Naranjo,MX,27.0167,-100.5167,40.78,67,100,4.88,overcast clouds
380,Guthrie,US,35.8789,-97.4253,31.28,63,100,5.28,overcast clouds
381,Taltal,CL,-25.4,-70.4833,68.99,84,43,2.13,scattered clouds
382,Svetlogorsk,BY,52.6333,29.7333,32.18,95,100,10.25,overcast clouds
383,Zyryanka,RU,65.75,150.85,-23.6,97,92,5.1,overcast clouds
384,Vostok,RU,46.4856,135.8833,0.72,88,100,13.31,overcast clouds
385,Bayan,CN,46.0833,127.4,7.36,75,6,10.0,clear sky
386,San Ignacio,BZ,17.1561,-89.0714,68.65,98,19,2.86,few clouds
387,Kutum,SD,14.2,24.6667,55.69,24,31,7.96,scattered clouds
388,Kardailovo,RU,51.5386,53.9042,16.9,95,100,8.95,light snow
389,Kauhajoki,FI,62.4333,22.1833,21.18,95,88,2.44,overcast clouds
390,Narsaq,GL,60.9167,-46.05,17.82,90,97,5.21,overcast clouds
391,Sabang,ID,5.8933,95.3214,81.75,73,95,11.61,overcast clouds
392,Nizwa,OM,22.9333,57.5333,64.71,56,0,1.72,clear sky
393,Katangli,RU,51.7102,143.2326,-1.64,80,70,12.37,broken clouds
394,Berlevag,NO,70.8578,29.0864,30.15,59,40,9.22,scattered clouds
395,Atar,MR,20.5169,-13.0499,66.63,12,100,6.13,overcast clouds
396,Lazaro Cardenas,MX,17.9583,-102.2,72.9,74,1,3.6,clear sky
397,Pacific Grove,US,36.6177,-121.9166,49.08,88,0,4.61,clear sky
398,Xinzhou,CN,38.4092,112.7333,31.1,22,100,0.47,overcast clouds
399,Kaitangata,NZ,-46.2817,169.8464,69.13,76,90,2.71,overcast clouds
400,Saint-Augustin,CA,51.226,-58.6502,-9.56,95,67,3.94,broken clouds
401,Berezovyy,RU,51.6667,135.7,0.36,82,85,1.63,overcast clouds
402,Coolum Beach,AU,-26.5333,153.1,87.33,83,79,9.64,broken clouds
403,Gagarin,RU,55.5529,34.9954,26.26,92,99,13.4,overcast clouds
404,Faya,SA,18.3851,42.4509,52.32,71,19,6.69,few clouds
405,Kinston,US,35.2627,-77.5816,41.29,81,100,6.91,overcast clouds
406,Madera,US,37.1666,-119.8343,53.24,87,79,5.01,broken clouds
407,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.61,80,19,5.32,few clouds
408,Waipawa,NZ,-41.4122,175.5153,75.24,60,100,3.94,overcast clouds
409,Kindu,CD,-2.95,25.95,65.73,98,30,2.04,scattered clouds
410,Marzuq,YE,14.4,46.4667,63.59,43,20,3.2,few clouds
411,Baherden,TM,38.4362,57.4316,43.25,86,23,5.01,few clouds
412,Abu Samrah,SY,35.3029,37.1841,41.85,81,100,15.88,overcast clouds
413,Turukhansk,RU,65.8167,87.9833,9.09,96,100,8.32,overcast clouds
414,Pangnirtung,CA,66.1451,-65.7125,-19.88,78,100,3.18,overcast clouds
415,Tokoroa,NZ,-38.2333,175.8667,64.89,99,100,5.75,overcast clouds
416,Zhuanghe,CN,39.7008,122.9911,26.11,23,100,6.71,overcast clouds
417,Jizan,SA,17.3333,42.6667,76.14,83,50,2.68,scattered clouds
418,Krasnoselkup,RU,65.7,82.4667,1.63,98,94,9.06,overcast clouds
419,Gulariya,NP,28.2333,81.3333,61.47,54,0,4.94,clear sky
420,Taunggyi,MM,20.7833,97.0333,77.83,30,7,2.21,clear sky
421,Ngerengere,TZ,-6.75,38.1167,72.14,96,97,2.19,overcast clouds
422,Ranfurly,NZ,-45.1333,170.1,72.1,76,100,8.37,light rain
423,Mackay,AU,-21.15,149.2,98.69,65,34,8.66,scattered clouds
424,Cotonou,BJ,6.3654,2.4183,78.35,87,12,8.23,few clouds
425,Pasni,PK,25.2631,63.471,65.98,61,0,5.37,clear sky
426,Aksu,CN,41.1231,80.2644,20.53,73,99,2.53,overcast clouds
427,Tumpat,MY,6.1978,102.171,82.38,78,20,3.44,few clouds
428,Outjo,NA,-20.1167,16.15,65.53,79,99,3.83,overcast clouds
429,Makakilo City,US,21.3469,-158.0858,77.32,73,0,5.75,clear sky
430,West Bay,KY,19.3667,-81.4167,78.01,83,7,1.01,clear sky
431,Yashkul,RU,46.1711,45.3435,30.61,64,89,5.95,overcast clouds
432,Katerero,TZ,-1.4,31.7333,64.62,77,69,2.71,broken clouds
433,Huejuquilla El Alto,MX,22.6,-103.8667,50.04,64,7,4.83,clear sky
434,Zaranj,AF,30.9667,61.8833,51.76,52,6,2.33,clear sky
435,Segovia,ES,41.1667,-4.0,32.43,74,0,4.32,clear sky
436,Yerofey Pavlovich,RU,53.9667,121.9667,3.81,72,22,3.74,few clouds
437,Lewisporte,CA,49.2499,-55.0482,8.31,98,55,3.91,broken clouds
438,Leshukonskoye,RU,64.8989,45.7622,18.16,97,97,6.67,overcast clouds
439,Say,NE,13.1007,2.3689,75.76,18,41,9.42,scattered clouds
440,Singaraja,ID,-8.112,115.0882,77.31,91,100,7.54,overcast clouds
441,North Bend,US,43.4065,-124.2243,46.08,96,0,4.61,clear sky
442,Katobu,ID,-4.9408,122.5276,85.75,67,91,6.89,overcast clouds
443,Bacolod,PH,10.6667,122.95,85.48,66,13,14.03,few clouds
444,Lata,PT,40.1629,-8.3327,38.98,86,0,4.36,clear sky
445,Lorengau,PG,-2.0226,147.2712,85.41,63,87,5.28,overcast clouds
446,Damietta,EG,31.4165,31.8133,53.76,59,5,16.51,clear sky
447,Pinyug,RU,60.251,47.7842,22.24,96,100,6.93,light snow
448,Klaksvik,FO,62.2266,-6.589,34.72,64,100,12.08,overcast clouds
449,Nara,JP,34.6851,135.8049,44.49,37,100,12.01,overcast clouds
450,Edson,CA,53.5835,-116.4356,1.54,85,100,6.91,overcast clouds
451,Nome,US,64.5011,-165.4064,21.27,93,100,8.05,overcast clouds
452,Fomboni,KM,-12.28,43.7425,82.45,76,100,10.71,overcast clouds
453,Lubango,AO,-14.9172,13.4925,58.44,86,100,1.05,overcast clouds
454,Shebalino,RU,51.2917,85.6772,22.8,68,77,2.57,broken clouds
455,Puerto Cabezas,NI,14.0351,-83.3888,74.35,88,75,11.25,broken clouds
456,Port Hedland,AU,-20.3167,118.5667,89.08,61,3,11.95,clear sky
457,Dingle,PH,10.9995,122.6711,83.52,73,47,14.52,scattered clouds
458,La Palma,US,33.8464,-118.0467,58.51,45,0,4.61,clear sky
459,Ashqelon,IL,31.6693,34.5715,52.09,54,99,19.75,overcast clouds
460,Heishan,CN,41.6892,122.1128,25.48,21,4,4.36,clear sky
461,Chokwe,MZ,-24.5333,32.9833,73.54,78,84,4.38,broken clouds
462,Kemijarvi,FI,66.7131,27.4306,20.12,97,100,4.9,light snow
463,Kattivakkam,IN,13.2167,80.3167,82.49,74,100,16.15,overcast clouds
464,Trairi,BR,-3.2778,-39.2689,76.37,90,100,6.26,overcast clouds
465,Vitim,RU,59.4511,112.5578,9.36,92,100,10.07,light snow
466,Teterow,DE,53.7833,12.5667,41.49,81,92,19.6,overcast clouds
467,Svay Rieng,KH,11.0879,105.7993,86.56,54,82,4.41,broken clouds
468,Tiksi,RU,71.6872,128.8694,-16.96,98,100,8.14,overcast clouds
469,Filadelfia,US,39.9523,-75.1638,31.15,58,75,4.61,broken clouds
470,La Asuncion,VE,11.0333,-63.8628,73.72,84,4,11.5,light rain
471,Mbekenyera,TZ,-10.0,38.9833,71.22,96,70,1.83,broken clouds
472,Jumla,NP,29.2747,82.1838,53.92,10,0,2.42,clear sky
473,Sioux Lookout,CA,50.1001,-91.917,-2.13,84,100,6.91,light snow
474,Rorvik,NO,64.8621,11.2373,30.31,93,100,5.75,light snow
475,Limon,CR,10.0,-83.0333,72.05,80,33,4.32,scattered clouds
476,Mehran,IR,33.1222,46.1646,52.21,60,18,9.17,few clouds
477,Lander,US,42.833,-108.7307,37.99,72,0,5.75,clear sky
478,Nacala,MZ,-14.5428,40.6728,76.37,90,79,4.03,broken clouds
479,Envira,BR,-7.3,-70.2167,70.83,99,53,1.12,broken clouds
480,Strezhevoy,RU,60.7333,77.5889,4.8,99,99,4.74,overcast clouds
481,Akyab,MM,20.15,92.9,75.13,44,99,5.59,overcast clouds
482,Iquitos,PE,-3.7481,-73.2472,75.24,88,0,1.14,clear sky
483,Samarai,PG,-10.6167,150.6667,84.33,73,100,12.48,overcast clouds
484,Petropavlovka,RU,50.6114,105.3196,6.66,81,84,2.51,broken clouds
485,Moerai,PF,-22.4333,-151.3333,80.04,78,39,12.64,scattered clouds
486,Port Blair,IN,11.6667,92.75,82.44,78,40,9.22,scattered clouds
487,Fortuna,US,40.5982,-124.1573,46.92,67,0,8.05,clear sky
488,Chara,RU,56.9064,118.2631,-6.68,79,33,1.05,scattered clouds
489,Dalby,AU,-27.1833,151.2667,86.65,47,99,12.01,light rain
490,Lodwar,KE,3.1191,35.5973,78.96,45,6,3.47,clear sky
491,Leh,IN,34.1667,77.5833,13.46,66,94,1.36,overcast clouds
492,Lady Frere,ZA,-31.7031,27.2329,60.66,94,49,2.13,scattered clouds
493,Juneau,US,58.3019,-134.4197,32.22,94,100,5.75,light snow
494,Dalvik,IS,65.9702,-18.5286,24.73,92,98,7.76,overcast clouds
495,Ulaangom,MN,49.9811,92.0667,-10.84,94,42,2.01,scattered clouds
496,Revelstoke,CA,50.9832,-118.2023,23.02,100,100,0.0,light snow
497,Puerto Escondido,MX,15.85,-97.0667,79.63,73,0,0.0,clear sky
498,Manta,EC,-0.95,-80.7333,78.58,83,75,4.61,broken clouds
499,Haines Junction,CA,60.7522,-137.5108,4.95,85,99,1.14,overcast clouds
500,Baykit,RU,61.67,96.37,3.63,97,100,3.15,light snow
501,Brookhaven,US,31.5791,-90.4407,40.66,96,100,4.12,moderate rain
502,Jaisalmer,IN,26.9147,70.9181,65.14,26,0,4.41,clear sky
503,Cedar City,US,37.6775,-113.0619,18.57,68,0,0.0,clear sky
504,Warrnambool,AU,-38.3833,142.4833,56.8,70,100,25.5,overcast clouds
505,Amarwara,IN,22.3,79.1667,63.88,20,15,7.56,few clouds
506,Tadine,NC,-21.55,167.8833,82.67,70,42,4.27,scattered clouds
507,Mogadishu,SO,2.0371,45.3438,76.08,78,99,14.56,overcast clouds
508,Hakui,JP,36.8833,136.7833,42.26,56,100,6.96,overcast clouds
509,Gat,IL,31.61,34.7642,52.09,100,98,12.3,overcast clouds
510,Bauska,LV,56.4075,24.1906,31.64,89,94,2.89,light snow
511,Los Llanos De Aridane,ES,28.6585,-17.9182,53.35,67,0,10.36,clear sky
512,Tazovskiy,RU,67.4667,78.7,2.05,97,96,7.47,overcast clouds
513,Jiwani,PK,25.05,61.7417,67.05,66,1,2.66,clear sky
514,London,GB,51.5085,-0.1257,46.99,84,100,12.66,overcast clouds
515,Mandera,KE,3.9366,41.867,73.67,79,0,7.76,clear sky
516,Broken Hill,AU,-31.95,141.4333,77.2,26,3,18.81,clear sky
517,Inta,RU,66.0317,60.1659,22.86,86,58,17.56,broken clouds
518,Alugan,PH,12.2188,125.4808,81.3,81,34,14.25,scattered clouds
519,Zaprudnya,RU,56.5667,37.4333,24.12,94,99,8.66,overcast clouds
520,Ambon,ID,-3.6954,128.1814,89.74,66,20,8.05,few clouds
521,Phek,IN,25.6667,94.5,64.45,35,2,1.68,clear sky
522,Cairns,AU,-16.9167,145.7667,94.1,74,40,10.36,scattered clouds
523,Hobyo,SO,5.3505,48.5268,76.17,66,24,15.03,few clouds
524,Abu Dhabi,AE,24.4667,54.3667,68.02,68,0,14.97,clear sky
525,Laguna,US,38.421,-121.4238,50.09,69,75,6.91,broken clouds
526,Dalnegorsk,RU,44.5604,135.5701,12.83,61,52,14.67,broken clouds
527,Owase,JP,34.0667,136.2,48.15,45,100,1.57,overcast clouds
528,Ferme-Neuve,CA,46.7001,-75.4493,-0.22,100,77,4.14,broken clouds
529,Noshiro,JP,40.2039,140.0242,29.23,70,100,23.09,light snow
530,Padang,ID,-0.9492,100.3543,85.06,65,75,4.52,broken clouds
531,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,0.05,81,96,9.6,overcast clouds
532,Cootamundra,AU,-34.65,148.0333,79.95,26,40,20.31,scattered clouds
533,Dhidhdhoo,MV,6.8833,73.1,80.02,71,73,10.4,broken clouds
534,Sinnamary,GF,5.3833,-52.95,74.98,90,99,5.79,overcast clouds
535,Beloha,MG,-25.1667,45.05,72.1,83,44,12.59,scattered clouds
536,Timizart,DZ,36.8,4.2667,41.92,81,12,4.68,few clouds
537,Kita,ML,13.0349,-9.4895,70.09,17,5,4.27,clear sky
538,Ko Samui,TH,9.5357,99.9357,85.91,70,20,2.3,few clouds
539,Garmsar,IR,35.2182,52.3409,41.5,49,0,5.82,clear sky
540,Winnemucca,US,40.973,-117.7357,30.56,67,80,3.51,broken clouds
541,Florianopolis,BR,-27.6146,-48.5012,76.23,87,40,2.3,scattered clouds
542,Dunedin,NZ,-45.8742,170.5036,71.8,80,98,4.0,light rain
543,Portree,GB,57.4129,-6.1942,47.52,96,100,18.14,moderate rain
544,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,74.01,92,88,4.41,overcast clouds
545,Rio Grande,BR,-32.035,-52.0986,73.76,85,4,8.37,clear sky
546,Arrecife,ES,28.963,-13.5477,64.38,63,3,17.27,clear sky
547,General Roca,AR,-39.0333,-67.5833,75.83,53,12,13.65,few clouds
548,Derzhavinsk,KZ,51.1,66.3167,0.79,93,10,10.4,clear sky
549,Progreso,MX,21.2833,-89.6667,76.1,76,1,9.51,clear sky
550,Anloga,GH,5.7947,0.8973,78.42,89,2,8.7,clear sky
